SIGN ID,LOCATION DESCRIPTION,LIMIT,LATITUDE,LONGITUDE
23711,ANZAC AVENUE,40,-36.193201,147.90765
62861,APEX AVENUE,50,-37.937675,145.024065
66573,APEX CRESCENT,50,-37.769667,145.091724
38443,APHRASIA STREET,50,-38.150595,144.341506
38441,APHRASIA STREET,40,-38.150006,144.336432
38439,APHRASIA STREET,40,-38.149897,144.335495
40106,APOLLO DRIVE,80,-38.044001,144.352728
40107,APOLLO DRIVE,80,-38.043926,144.356589
19865,APOLLO STREET,40,-37.054863,146.084826
19864,APOLLO STREET,40,-37.054309,146.084929
19863,APOLLO STREET,40,-37.053589,146.085071
15634,APPIN STREET,50,-36.353881,146.29889
15610,APPIN STREET,50,-36.349973,146.299579
15608,APPIN STREET,50,-36.34687,146.300127
15578,APPIN STREET,40,-36.345798,146.300319
15579,APPIN STREET,50,-36.344979,146.300468
970,APPLETON STREET,40,-37.815373,145.009349
55169,APPLETON DOCK ROAD,50,-37.80946,144.928937
55170,APPLETON DOCK ROAD,50,-37.80978,144.928887
44536,APSLEY-NATIMUK ROAD,60,-36.966453,141.081368
44538,APSLEY-NATIMUK ROAD,60,-36.965175,141.081521
11665,AQUEDUCT ROAD,40,-37.68558,145.136926
11658,AQUEDUCT ROAD,40,-37.684734,145.136859
11664,AQUEDUCT ROAD,40,-37.683624,145.136528
11663,AQUEDUCT ROAD,60,-37.681353,145.129133
55167,AQUEDUCT ROAD,60,-37.679197,145.1263
55166,AQUEDUCT ROAD,60,-37.681774,145.132923
11661,AQUEDUCT ROAD,40,-37.683108,145.136307
7408,ARABIN STREET,50,-37.718098,144.836803
6788,ARAWATA PARADE,50,-37.674445,144.58086
63123,ARCADIA AVENUE,40,-37.999634,145.259765
14901,ARCADIA DOWNS DRIVE,60,-36.441731,145.359916
15131,ARCADIA DOWNS DRIVE,50,-36.440664,145.354575
15132,ARCADIA DOWNS DRIVE,60,-36.440271,145.363998
16868,ARCHER STREET,40,-36.401997,145.408973
16866,ARCHER STREET,40,-36.400486,145.409289
14904,ARCHER ROAD,80,-36.460814,145.408094
14902,ARCHER ROAD,80,-36.457261,145.408081
16873,ARCHER ROAD,80,-36.414319,145.408064
16872,ARCHER STREET,60,-36.403827,145.40858
16870,ARCHER STREET,40,-36.402672,145.408826
16867,ARCHER STREET,40,-36.401129,145.409168
16864,ARCHER STREET,60,-36.397992,145.409761
16557,ARCHER STREET,60,-36.391408,145.411118
16857,ARCHER STREET,60,-36.384355,145.412592
75747,Archer Street,60,-36.410855,145.408076
56732,ARCHER ROAD,80,-36.463088,145.408102
16861,ARCHER STREET,40,-36.39369,145.410644
39726,ARCHIMEDES AVENUE,60,-38.029253,144.418906
39727,ARCHIMEDES AVENUE,60,-38.02879,144.414751
7944,ARDEN STREET,60,-37.800693,144.947399
7943,ARDEN STREET,60,-37.800346,144.944255
7942,ARDEN STREET,60,-37.799881,144.940043
7941,ARDEN STREET,60,-37.799618,144.937659
42694,ARDLIE STREET,40,-38.370861,142.478058
42695,ARDLIE STREET,40,-38.370073,142.478194
42698,ARDLIE STREET,60,-38.368198,142.478507
42701,ARDLIE STREET,60,-38.364312,142.478965
59814,ARDLIE STREET,60,-38.373114,142.477667
17185,ARDMONA ROAD,100,-36.331102,145.297786
17183,ARDMONA ROAD,60,-36.328598,145.299256
17181,ARDMONA ROAD,60,-36.327852,145.299702
63059,ARDOYNE STREET,50,-37.971998,145.022192
63060,ARDOYNE STREET,50,-37.971506,145.018036
45195,ARGOS ROAD,80,-38.348883,141.555849
45193,ARGOS ROAD,80,-38.343657,141.556652
16188,ARGUS STREET,40,-36.162421,145.880225
53058,ARGUS STREET,40,-37.959676,145.069835
11340,ARGYLE STREET,50,-37.79558,144.874984
11341,ARGYLE STREET,40,-37.793447,144.875361
13682,ARGYLE STREET,50,-37.717049,144.964985
13683,ARGYLE STREET,40,-37.716931,144.963933
13685,ARGYLE STREET,40,-37.716817,144.962856
26904,ARGYLE STREET,50,-37.461968,144.597443
64514,ARGYLE AVENUE,40,-38.054636,145.122487
66604,ARGYLE STREET,50,-37.799401,145.172547
77803,ARGYLE STREET,40,-37.797506,144.978276
51738,ARGYLE WAY,50,-37.884033,145.22977
60650,ARGYLE WAY,40,-37.881653,145.229773
60651,ARGYLE WAY,40,-37.880596,145.229234
38744,ARKANA AVENUE,50,-38.167738,144.317332
63061,ARKARINGA CRESCENT,40,-37.969904,145.020063
54377,ARLINGTON DRIVE,50,-37.884892,145.177635
33888,ARMAGH CRESCENT,50,-34.232217,142.165387
74958,ARMIDALE ROAD,40,-37.586194,145.126881
17672,ARMOURS ROAD,60,-38.185434,145.947272
17671,ARMOURS ROAD,60,-38.181429,145.947953
17668,ARMOURS ROAD,60,-38.177972,145.94863
13576,ARMSTEAD AVENUE,40,-37.741471,144.976774
23610,ARMSTRONG STREET,40,-36.122119,147.096182
36197,ARMSTRONG STREET,50,-38.352945,143.573934
36199,ARMSTRONG STREET,40,-38.348517,143.574755
36201,ARMSTRONG STREET,40,-38.347292,143.574981
36204,ARMSTRONG STREET,50,-38.342334,143.575911
1323,ARMSTRONG STREET,40,-37.958467,145.150465
10954,ARMSTRONG ROAD,50,-37.652098,145.108681
37500,ARMSTRONG STREET,50,-37.552174,143.858046
37497,ARMSTRONG STREET,40,-37.551118,143.858254
37496,ARMSTRONG STREET,40,-37.550491,143.858373
37494,ARMSTRONG STREET,40,-37.550019,143.858462
37491,ARMSTRONG STREET,50,-37.546223,143.859178
37433,ARMSTRONG STREET,40,-37.544574,143.859487
56143,ARMSTRONG ROAD,40,-37.829127,145.25615
56144,ARMSTRONG ROAD,40,-37.83039,145.25583
56145,ARMSTRONG ROAD,50,-37.831765,145.255481
52074,ARMY ROAD,60,-38.062715,145.496544
52079,ARMY ROAD,40,-38.059762,145.497186
52080,ARMY ROAD,60,-38.056411,145.497959
52082,ARMY ROAD,80,-38.031991,145.496907
61024,ARMY ROAD,40,-38.060742,145.49697
52081,ARMY ROAD,80,-38.037869,145.500598
61033,ARMY ROAD,80,-38.029492,145.494627
40071,ARMYTAGE STREET,40,-38.065996,144.374753
23048,ARNOLD STREET,40,-37.705433,148.465807
7835,ARNOLD STREET,50,-37.783954,144.965153
7834,ARNOLD STREET,40,-37.782672,144.965358
23044,ARNOLD STREET,50,-37.703111,148.466255
29084,ARNOLD STREET,50,-36.75159,144.285485
29083,ARNOLD STREET,50,-36.751275,144.285001
23042,ARNOLD STREET,40,-37.69854,148.467338
11053,ARRAS STREET,40,-37.828917,144.87723
11051,ARRAS STREET,40,-37.829698,144.877089
59032,ARROWSMITH STREET,50,-37.471928,144.980022
70492,ARROWSMITH STREET,40,-37.471554,144.97619
70493,ARROWSMITH STREET,40,-37.471616,144.976826
38956,ARTHUR STREET,40,-38.129245,144.329071
7538,ARTHUR STREET,60,-37.739466,144.799822
7535,ARTHUR STREET,40,-37.738479,144.800622
7532,ARTHUR STREET,40,-37.737718,144.801243
7558,ARTHUR STREET,60,-37.734258,144.805151
7602,ARTHUR STREET,60,-37.733494,144.806028
7603,ARTHUR STREET,60,-37.731528,144.808472
7604,ARTHUR STREET,60,-37.730365,144.809889
79349,ARTHUR STREET,20,-36.766397,144.278612
7531,ARTHUR STREET,40,-37.737324,144.801564
10724,ARTHUR PHILLIP WAY,50,-37.657171,145.049208
10726,ARTHUR PHILLIP WAY,40,-37.656459,145.051242
11193,ARTHURS CREEK ROAD,50,-37.637466,145.193607
11192,ARTHURS CREEK ROAD,60,-37.635782,145.190634
11191,ARTHURS CREEK ROAD,60,-37.634099,145.191551
11201,ARTHURS CREEK ROAD,60,-37.580869,145.204683
11205,ARTHURS CREEK ROAD,60,-37.578251,145.197885
55139,ARTHURS CREEK ROAD,40,-37.579572,145.200726
55141,ARTHURS CREEK ROAD,40,-37.579279,145.200101
55142,ARTHURS CREEK ROAD,80,-37.576543,145.194923
64759,ARTHURS SEAT ROAD,60,-38.377356,145.026255
54103,ARTHURS SEAT ROAD,70,-38.374059,145.023867
54104,ARTHURS SEAT ROAD,70,-38.370911,145.014445
54105,ARTHURS SEAT ROAD,70,-38.369687,145.007008
42363,ARTILLERY CRESCENT,60,-38.386421,142.479224
7340,ARUNDEL ROAD,60,-37.710464,144.8316
7341,ARUNDEL ROAD,60,-37.707753,144.832151
7344,ARUNDEL ROAD,60,-37.705663,144.832535
15296,ARUNDEL STREET,40,-36.552079,145.975531
15293,ARUNDEL STREET,60,-36.550339,145.974913
56809,ARUNDEL STREET,60,-36.554343,145.976344
68510,ARUNDEL STREET,50,-36.555307,145.977271
31405,ARUNDELL STREET,50,-36.268853,143.356434
41973,ASBURY STREET,50,-38.26354,144.523834
41966,ASBURY STREET,40,-38.263197,144.52015
44716,ASCOT STREET,60,-37.922815,141.275392
44718,ASCOT STREET,40,-37.922011,141.275525
52400,ASCOT DRIVE,40,-37.941196,145.188309
60956,ASCOT STREET,40,-37.854875,145.034557
60958,ASCOT STREET,50,-37.855113,145.036343
31097,ASCOT-CRESWICK ROAD,60,-37.416494,143.877617
31099,ASCOT-CRESWICK ROAD,60,-37.413482,143.869345
63406,ASH STREET,50,-37.989078,145.245194
40923,ASH ROAD,40,-38.192995,144.468259
40922,ASH ROAD,60,-38.190605,144.46876
13369,ASH STREET,40,-37.733865,145.03024
13367,ASH STREET,40,-37.732964,145.030395
30474,ASHBOURNE ROAD,70,-37.367422,144.514266
30475,ASHBOURNE ROAD,70,-37.36699,144.514991
30470,ASHBOURNE ROAD,70,-37.362101,144.520982
30469,ASHBOURNE ROAD,60,-37.361816,144.524496
30467,ASHBOURNE ROAD,60,-37.361406,144.525699
54237,ASHBURTON ROAD,50,-37.85881,145.066872
14234,ASHBY WAY,40,-37.804751,145.320554
55239,ASHCOMBE DRIVE,50,-37.786556,145.255891
18393,ASHENDEN STREET,40,-38.468628,145.960468
53846,ASHENDEN SQUARE,50,-38.369486,144.889769
68040,ASHLAR CRESCENT,50,-37.811613,145.161629
52795,ASHLEIGH AVENUE,50,-38.138511,145.149802
62321,ASHLEIGH AVENUE,40,-38.138708,145.151718
62322,ASHLEIGH AVENUE,40,-38.138812,145.15259
62323,ASHLEIGH AVENUE,40,-38.138799,145.153079
52791,ASHLEIGH AVENUE,40,-38.144576,145.145001
62312,ASHLEIGH AVENUE,40,-38.14667,145.144349
62315,ASHLEIGH AVENUE,40,-38.14526,145.144787
39304,ASHLEY COURT,50,-38.208939,144.326573
22794,ASHLEY STREET,50,-37.91191,147.716758
22795,ASHLEY STREET,40,-37.910729,147.714216
10862,ASHMORE ROAD,50,-37.687651,145.311625
55557,ASHMORE ROAD,25,-37.681142,145.30371
16958,ASHTON ROAD,40,-36.399246,145.403855
51776,ASHTON ROAD,50,-37.887855,145.269161
51782,ASHTON ROAD,40,-37.886412,145.267316
67760,ASHTON STREET,40,-37.866069,145.172243
20950,ASHWOOD AVENUE,50,-36.722772,146.946868
56452,ASHWOOD DRIVE,50,-37.805739,145.178224
62607,ASLING STREET,50,-37.899618,145.002675
65098,ATHELSTAN ROAD,50,-37.838751,145.064819
44212,ATHLON AVENUE,40,-38.19349,144.467961
11732,ATHOL STREET,40,-37.786595,144.862683
12263,ATHOL STREET,50,-37.769214,144.910534
12261,ATHOL STREET,40,-37.769131,144.909781
12259,ATHOL STREET,40,-37.768999,144.908586
64781,ATHOL COURT,50,-38.157584,145.190483
67917,ATHOL COURT,50,-37.81589,145.150461
51205,ATHOL ROAD,40,-37.972942,145.163819
53600,ATHOL ROAD,40,-37.972624,145.161242
53608,ATHOL ROAD,50,-37.971425,145.151629
63867,ATHOL ROAD,50,-37.973144,145.165458
63873,ATHOL ROAD,40,-37.972747,145.162244
63884,ATHOL ROAD,40,-37.971101,145.149069
35985,ATKINS ROAD,100,-38.25474,144.010625
40578,ATKINSON STREET,60,-38.2665,142.31977
93893,Atkinson Street,50,-37.754943,145.131806
40582,ATKINSON STREET,50,-38.271672,142.313187
28678,ATLAS ROAD,60,-36.769932,144.360303
28675,ATLAS ROAD,60,-36.768286,144.356662
28673,ATLAS ROAD,60,-36.766842,144.353572
28667,ATLAS ROAD,60,-36.765284,144.336228
28671,ATLAS ROAD,60,-36.765137,144.347578
28669,ATLAS ROAD,60,-36.764102,144.343582
28668,ATLAS ROAD,60,-36.7638,144.340303
67908,ATTUNGA STREET,50,-37.816711,145.139393
36708,AUBREYS ROAD,60,-37.619253,143.842744
54260,AUBURN ROAD,40,-37.836103,145.042525
54261,AUBURN ROAD,40,-37.836718,145.042413
65107,AUBURN ROAD,40,-37.838767,145.042039
65108,AUBURN ROAD,60,-37.842845,145.041251
18622,AUCHTERLONIE CRESCENT,40,-38.315739,146.413976
1280,AUGHTIE DRIVE,40,-37.852185,144.971656
13178,AUGHTIE DRIVE,40,-37.848585,144.967149
13190,AUGHTIE DRIVE,40,-37.845125,144.964545
13188,AUGHTIE DRIVE,40,-37.840119,144.963695
14233,AURORA RISE,40,-37.860383,145.355675
55341,AURUM CRESCENT,40,-37.805578,145.215527
55343,AURUM CRESCENT,40,-37.805366,145.216322
55345,AURUM CRESCENT,40,-37.805149,145.217718
35994,AUSTIN STREET,80,-38.246871,144.004071
35993,AUSTIN STREET,50,-38.243607,143.998936
40633,AUSTIN STREET,40,-38.107036,142.319851
39754,AUSTIN STREET,50,-38.022499,144.424324
14154,AUSTIN STREET,40,-37.781716,145.019954
14001,AUSTIN STREET,40,-37.780482,145.019646
96741,AUSTIN ,50,-37.881095,145.285973
64809,AUSTIN ROAD,40,-38.230771,145.167533
62072,AUSTIN ROAD,40,-38.10616,145.140742
62075,AUSTIN ROAD,50,-38.106526,145.144298
52410,AUSTIN STREET,40,-37.904967,145.078739
61707,AUSTIN STREET,50,-37.90744,145.078255
68659,AUSTINS ROAD,80,-36.040695,146.166052
68660,AUSTINS ROAD,50,-36.041431,146.173091
38097,AUTUMN STREET,40,-38.143178,144.348668
38173,AUTUMN STREET,60,-38.141263,144.332495
38165,AUTUMN STREET,60,-38.140041,144.323263
27621,AUVERGNE ROAD,60,-36.676909,142.870769
39889,AVALON ROAD,80,-38.05806,144.427171
39891,AVALON ROAD,80,-38.049726,144.428675
39893,AVALON ROAD,80,-38.042467,144.430004
39909,AVALON ROAD,80,-38.03724,144.43095
70916,AVALON ROAD,80,-38.034702,144.431445
13141,AVENEL STREET,40,-37.671448,144.942614
58494,AVENEL ROAD,80,-37.01042,145.153717
58495,AVENEL ROAD,100,-37.001979,145.156638
70011,AVENEL ROAD,60,-37.016883,145.151502
70013,AVENEL ROAD,60,-37.015282,145.152049
14690,AVENEL-LONGWOOD ROAD,60,-36.803271,145.417739
14705,AVENEL-LONGWOOD ROAD,100,-36.800266,145.432679
34887,AVERY STREET,40,-38.38665,142.226701
29370,AVERYS ROAD,60,-36.721674,144.27852
29369,AVERYS ROAD,60,-36.718331,144.274664
29368,AVERYS ROAD,60,-36.717074,144.272794
29367,AVERYS ROAD,60,-36.713807,144.26725
29366,AVERYS ROAD,60,-36.712396,144.265197
29334,AVERYS ROAD,60,-36.710301,144.262805
9110,AVIATION ROAD,80,-37.928325,144.739266
9112,AVIATION ROAD,80,-37.928091,144.73721
9114,AVIATION ROAD,80,-37.927095,144.728465
9118,AVIATION ROAD,80,-37.92695,144.702981
9120,AVIATION ROAD,80,-37.926469,144.698259
9116,AVIATION ROAD,80,-37.925952,144.718647
9109,AVIATION ROAD,80,-37.922821,144.746282
55333,AVIEMORE AVENUE,40,-37.778887,145.21398
40864,AVILA ROAD,60,-38.163334,144.511833
31214,AVOCA ROAD,60,-37.170526,143.694039
31216,AVOCA ROAD,60,-37.17029,143.693125
31218,AVOCA ROAD,80,-37.168985,143.688571
27197,AVOCA-BEALIBA ROAD,100,-36.793365,143.540129
27032,AVOCA-BEALIBA ROAD,80,-36.792004,143.542515
33917,AVOCAT AVENUE,60,-34.300209,142.185479
33919,AVOCAT AVENUE,60,-34.299265,142.18548
14210,AVOCET STREET,40,-37.795344,145.160295
21730,AVON STREET,50,-37.844011,147.073181
67398,AVON ROAD,70,-37.90971,145.492318
67399,AVON ROAD,70,-37.907261,145.489273
67387,AVON ROAD,70,-37.915855,145.474753
67388,AVON ROAD,70,-37.91092,145.477614
67270,AVON ROAD,50,-37.917275,145.470512
23251,AWBURN STREET,50,-36.127674,146.87979
34448,AXE CREEK ROAD,100,-36.844783,144.388299
34445,AXE CREEK ROAD,60,-36.840078,144.389263
32237,AXEDALE-GOORNONG ROAD,60,-36.78512,144.503403
32240,AXEDALE-GOORNONG ROAD,60,-36.784211,144.504321
23029,B ROAD,60,-37.705631,148.450189
11343,BABB STREET,40,-37.787887,144.872865
11342,BABB STREET,40,-37.787761,144.871725
40047,BACCHUS MARSH ROAD,50,-38.070882,144.358511
40048,BACCHUS MARSH ROAD,50,-38.068688,144.358446
40024,BACCHUS MARSH ROAD,50,-38.074845,144.35886
40045,BACCHUS MARSH ROAD,50,-38.067528,144.358928
43855,BACCHUS MARSH-BALLIANG ROAD,100,-37.698414,144.408387
43859,BACCHUS MARSH-BALLIANG ROAD,80,-37.695083,144.410053
1956,BACK BEACH ROAD,50,-38.527652,145.371505
1953,BACK BEACH ROAD,60,-38.524544,145.372238
1952,BACK BEACH ROAD,60,-38.521681,145.372814
58393,BACK BOGA ROAD,100,-35.36324,143.54379
21279,BACK CREEK ROAD,80,-36.329946,146.842271
21277,BACK CREEK ROAD,80,-36.327036,146.841801
57822,BACK CREEK ROAD,60,-36.321821,146.840916
57824,BACK CREEK ROAD,80,-36.324904,146.841367
51105,BACK CREEK ROAD,60,-36.319162,146.841804
20052,BACK EILDON ROAD,80,-37.244327,145.893963
20047,BACK EILDON ROAD,60,-37.240175,145.899321
20046,BACK EILDON ROAD,60,-37.238773,145.899191
69138,BACK EILDON ROAD,40,-37.25361,145.79695
69139,BACK EILDON ROAD,40,-37.253997,145.796798
57544,BACK EILDON ROAD,100,-37.249235,145.803021
57546,BACK EILDON ROAD,80,-37.250691,145.799856
57547,BACK EILDON ROAD,60,-37.251872,145.797822
20916,BACK GERMANTOWN ROAD,80,-36.724748,146.962973
20919,BACK GERMANTOWN ROAD,100,-36.724505,146.966162
30091,BACK HEPBURN ROAD,100,-37.308518,144.146627
24638,BACK KYNETON ROAD,80,-36.929716,144.693609
24636,BACK KYNETON ROAD,80,-36.929245,144.695019
20927,BACK POREPUNKAH ROAD,50,-36.725669,146.953939
20930,BACK POREPUNKAH ROAD,80,-36.718585,146.948916
20931,BACK POREPUNKAH ROAD,80,-36.71627,146.943357
20934,BACK POREPUNKAH ROAD,80,-36.713704,146.94012
20945,BACK POREPUNKAH ROAD,80,-36.705729,146.928104
20947,BACK POREPUNKAH ROAD,80,-36.704068,146.925837
57663,BACK POREPUNKAH ROAD,80,-36.708209,146.931525
23904,BACK RAGLAN ROAD,50,-37.42013,143.371672
23708,BACK THOWGLA ROAD,100,-36.200805,147.910387
23700,BACK TINTALDRA ROAD,60,-36.047965,147.925391
23699,BACK TINTALDRA ROAD,60,-36.04626,147.930613
29489,BACKHAUS STREET,50,-36.719128,144.294566
15140,BADDAGINNIE-BENALLA ROAD,80,-36.558121,145.95316
15142,BADDAGINNIE-BENALLA ROAD,60,-36.557053,145.956213
15143,BADDAGINNIE-BENALLA ROAD,60,-36.556696,145.957233
8534,BADEN POWELL DRIVE,50,-37.84164,144.696421
8533,BADEN POWELL DRIVE,40,-37.841494,144.694843
8530,BADEN POWELL DRIVE,40,-37.841333,144.692908
63509,BADEN POWELL PLACE,40,-38.189154,145.093925
62248,BADEN POWELL DRIVE,60,-38.181273,145.096981
62249,BADEN POWELL DRIVE,60,-38.178679,145.097584
62251,BADEN POWELL DRIVE,60,-38.176341,145.097945
62267,BADEN POWELL DRIVE,60,-38.161974,145.113483
55623,BADGER WEIR ROAD,40,-37.686746,145.561217
66743,BADGER WEIR ROAD,70,-37.68638,145.546036
66744,BADGER WEIR ROAD,70,-37.686052,145.551444
32182,BAGSHOT STREET,40,-36.617501,144.505235
32183,BAGSHOT STREET,50,-36.617054,144.506752
96380,BAGSHOT-WHIRRAKEE ROAD,80,-36.639137,144.427635
96381,BAGSHOT-WHIRRAKEE ROAD,80,-36.638249,144.427776
44837,BAHGALLAH ROAD,100,-37.59993,141.391986
39218,BAILEY STREET,40,-38.198767,144.347318
39223,BAILEY STREET,60,-38.196056,144.347811
39216,BAILEY STREET,60,-38.20513,144.346162
39221,BAILEY STREET,40,-38.198076,144.347444
61350,BAILEY AVENUE,40,-37.876851,145.000304
67265,BAILEY ROAD,60,-37.938056,145.475565
56043,BAILEY ROAD,60,-37.935942,145.476959
56042,BAILEY ROAD,60,-37.935977,145.486546
67264,BAILEY ROAD,60,-37.934322,145.479856
51332,BAILEY STREET,50,-36.03541,146.175069
44598,BAILLIE STREET,50,-36.711772,142.189877
44900,BAILLIE STREET,40,-36.71175,142.197392
44607,BAILLIE STREET,40,-36.711772,142.182046
44608,BAILLIE STREET,40,-36.711773,142.182851
27400,BAILLIE STREET,40,-36.711678,142.212147
24205,BAILLIE STREET,50,-36.71166,142.216907
24196,BAILLIE STREET,40,-36.711674,142.213358
2251,BAILLIEU STREET,40,-38.608788,145.588587
2130,BAILLIEU STREET,50,-38.608699,145.589314
2127,BAILLIEU STREET,40,-38.608429,145.592038
62105,BAINBRIDGE AVENUE,50,-38.126498,145.131912
1221,BAKER STREET,40,-37.81172,145.000755
32390,BAKER STREET,50,-36.609185,142.360067
6463,BAKERS ROAD,50,-37.727502,144.964121
8132,BAKERS ROAD,50,-37.72702,144.960039
8134,BAKERS ROAD,40,-37.726719,144.957429
8136,BAKERS ROAD,40,-37.726676,144.957042
8143,BAKERS ROAD,50,-37.726099,144.951327
52371,BAKERS ROAD,50,-37.948197,145.197363
53883,BAKERS ROAD,40,-37.921255,145.089833
61666,BAKERS ROAD,40,-37.944936,145.19797
57662,BAKERS GULLY ROAD,40,-36.731367,146.960809
20912,BAKERS GULLY ROAD,40,-36.733614,146.960562
20727,BAKERY LANE,50,-36.765248,146.413547
52320,BAKEWELL STREET,40,-38.111124,145.287072
61521,BAKEWELL STREET,40,-38.111245,145.288062
27816,BALACLAVA ROAD,40,-37.042547,143.725132
27761,BALACLAVA ROAD,40,-37.042297,143.72665
16622,BALACLAVA ROAD,60,-36.366276,145.399202
16633,BALACLAVA ROAD,40,-36.365952,145.396765
16643,BALACLAVA ROAD,40,-36.365819,145.395774
16641,BALACLAVA ROAD,60,-36.365217,145.391544
21184,BALACLAVA ROAD,50,-36.347873,146.694258
21185,BALACLAVA ROAD,40,-36.346487,146.690544
69299,BALACLAVA ROAD,40,-36.345272,146.689598
11971,BALCOMBE STREET,40,-37.778136,144.846993
52068,BALD HILL ROAD,60,-38.082397,145.488711
60960,BALD HILL ROAD,60,-38.084427,145.493448
60962,BALD HILL ROAD,60,-38.085857,145.496806
60964,BALD HILL ROAD,60,-38.087294,145.500168
60966,BALD HILL ROAD,80,-38.088501,145.502995
60967,BALD HILL ROAD,80,-38.089997,145.506497
52031,BALD HILL ROAD,60,-38.09662,145.546293
52033,BALD HILL ROAD,60,-38.096771,145.547466
52034,BALD HILL ROAD,100,-38.097224,145.550921
80451,BALD HILL ROAD,100,-38.091284,145.509509
31108,BALD HILLS ROAD,100,-37.425232,143.87119
31106,BALD HILLS ROAD,80,-37.425113,143.876316
31104,BALD HILLS ROAD,60,-37.425024,143.884324
18497,BALDING STREET,50,-38.394851,146.158875
16505,BALDOCK STREET,40,-36.329736,145.682533
16506,BALDOCK STREET,40,-36.33035,145.68253
88471,BALDRYS ROAD,90,-38.410006,144.955262
88475,BALDRYS ROAD,90,-38.424861,144.960281
88470,BALDRYS ROAD,90,-38.402236,144.952645
88477,BALDRYS ROAD,90,-38.429936,144.963593
18960,BALFOUR STREET,40,-38.18668,146.291791
18830,BALFOUR STREET,40,-38.186302,146.292785
18957,BALFOUR STREET,50,-38.185808,146.293837
18958,BALFOUR STREET,40,-38.185989,146.293442
1356,BALFOUR STREET,40,-37.83693,145.022404
68975,BALFOUR ROAD,80,-38.142361,145.873917
68976,BALFOUR ROAD,60,-38.142428,145.874726
59967,BALLAN-EGERTON ROAD,80,-37.631249,144.107729
72124,BALLAN-EGERTON ROAD,80,-37.63075,144.117662
72126,BALLAN-EGERTON ROAD,80,-37.631066,144.124626
72128,BALLAN-EGERTON ROAD,100,-37.632093,144.127785
30662,BALLAN-GREENDALE ROAD,60,-37.565168,144.293505
30664,BALLAN-GREENDALE ROAD,80,-37.565085,144.289569
30536,BALLAN-GREENDALE ROAD,60,-37.561736,144.297664
58126,BALLAN-GREENDALE ROAD,80,-37.588701,144.236125
72254,BALLAN-GREENDALE ROAD,80,-37.585352,144.236868
72258,BALLAN-GREENDALE ROAD,100,-37.570404,144.249213
44150,BALLAN-MEREDITH ROAD,40,-37.840273,144.077644
44148,BALLAN-MEREDITH ROAD,60,-37.838919,144.07785
44147,BALLAN-MEREDITH ROAD,60,-37.836741,144.078199
44144,BALLAN-MEREDITH ROAD,80,-37.831986,144.078896
17262,BALLANTYNES ROAD,100,-36.788589,145.168099
17264,BALLANTYNES ROAD,80,-36.78824,145.164981
37793,BALLARAT-NAVIGATORS ROAD,100,-37.585898,143.918462
37791,BALLARAT-NAVIGATORS ROAD,80,-37.584113,143.916753
52651,BALLARTO ROAD,50,-38.113734,145.167363
52652,BALLARTO ROAD,50,-38.114424,145.172858
52654,BALLARTO ROAD,50,-38.115723,145.183369
52655,BALLARTO ROAD,50,-38.116149,145.186898
62058,BALLARTO ROAD,50,-38.114103,145.170152
62060,BALLARTO ROAD,50,-38.115057,145.178096
62061,BALLARTO ROAD,50,-38.115504,145.181572
62062,BALLARTO ROAD,50,-38.116328,145.188387
62063,BALLARTO ROAD,50,-38.116526,145.190086
1145,BALMAIN STREET,40,-37.830198,144.994477
783,BALMAIN STREET,40,-37.829789,144.990969
56713,BALMATTUM NORTH ROAD,80,-36.743721,145.586284
56715,BALMATTUM NORTH ROAD,100,-36.742088,145.588882
